duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
109,,Movie,Peepli Live,2017-12-08 00:00:00,2010.0,TV-14,Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.,70129396.0,Anusha Rizvi,India,Omkar Das Manikpuri,Comedies
163,,Movie,Shikari,2017-12-08 00:00:00,1991.0,TV-14,"When Shankar, who performs on the road with partner Chanchal and elephant Appu, falls for a Russian circus performer, jealousies and conflicts arise.",80156938.0,Latif Faiziyev,India,Mithun Chakraborty,Dramas
162,,Movie,Taare Zameen Par,2017-12-08 00:00:00,2007.0,PG,"When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity.",70087087.0,Aamir Khan,India,Aamir Khan,Dramas
104,,Movie,The Oath,2017-12-08 00:00:00,2016.0,TV-MA,The ordered life of a Reykjavik heart surgeon unravels when his daughter descends into a life of drugs and crime thanks to a sinister boyfriend.,80156405.0,Baltasar Kormákur,Iceland,Baltasar Kormákur,Action & Adventure
90,,Movie,Kickboxer: Vengeance,2016-12-08 00:00:00,2016.0,TV-MA,"After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion.",80103392.0,John Stockwell,United States,Alain Moussi,Action & Adventure
97,,Movie,Other People,2016-12-08 00:00:00,2016.0,NR,"After a bad breakup, a struggling New York comedy writer tries to don a brave face and care for his dying mother in Sacramento.",80098288.0,Chris Kelly,United States,Jesse Plemons,Comedies
108,,Movie,Imagine That,2019-12-07 00:00:00,2009.0,PG,"Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions.",70103762.0,Karey Kirkpatrick,United States,Eddie Murphy,Children & Family Movies
97,,Movie,Nothing to Lose 2,2019-12-07 00:00:00,2019.0,PG-13,"As controversy surrounds the evangelical church he helped found, Edir Macedo must juggle betrayals, politics and personal loss in this biopic sequel.",80223271.0,Alexandre Avancini,Brazil,Petrônio Gontijo,Dramas
96,,Movie,5 Star Christmas,2018-12-07 00:00:00,2018.0,TV-14,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.",81016408.0,Marco Risi,Italy,Massimo Ghini,Comedies
110,,Movie,Dumplin',2018-12-07 00:00:00,2018.0,PG-13,"To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom.",80201490.0,Anne Fletcher,United States,Danielle Macdonald,Comedies
105,,Movie,Mowgli: Legend of the Jungle,2018-12-07 00:00:00,2018.0,PG-13,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.,80993105.0,Andy Serkis,United Kingdom,Christian Bale,Action & Adventure
,1,TV Show,Pine Gap,2018-12-07 00:00:00,2018.0,TV-MA,"At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other.",80195198.0,Mat King,Australia,Parker Sawyers,International TV Shows
98,,Movie,The American Meme,2018-12-07 00:00:00,2018.0,TV-MA,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame.",81003741.0,Bert Marcus,United States,Paris Hilton,Documentaries
108,,Movie,Banana Island Ghost,2019-12-06 00:00:00,2017.0,TV-14,"Searching for a soul mate, a ghost negotiates with God for three more days on Earth to find love, then meets a woman in need of help herself.",81172740.0,BB Sasore,Nigeria,Chigul,Comedies
137,,Movie,Marriage Story,2019-12-06 00:00:00,2019.0,R,Academy Award-nominated filmmaker Noah Baumbach directs this incisive and compassionate look at a marriage coming apart and a family staying together.,80223779.0,Noah Baumbach,United States,Scarlett Johansson,Dramas
106,,Movie,No Game No Life: Zero,2019-12-06 00:00:00,2017.0,TV-14,"In ancient Disboard, a young warrior befriends an ex machina and embarks on a harrowing mission to stop a global war and save humanity from extinction.",81068687.0,Atsuko Ishizuka,Japan,Yoshitsugu Matsuoka,Action & Adventure
115,,Movie,Slow Country,2019-12-06 00:00:00,2017.0,TV-MA,"Desperate to leave a life of prostitution, a teenage mother attempts to outsmart her ruthless boss who is determined to keep his prized asset.",81172758.0,Eric Aghimien,Nigeria,Ivie Okujaye,Dramas
120,,Movie,THE RUM DIARY,2019-12-06 00:00:00,2011.0,R,Johnny Depp stars in this adaptation of Hunter S. Thompson's novel about a boozy journalist who moves to Puerto Rico and falls for a taken woman.,70120340.0,Bruce Robinson,United States,Johnny Depp,Comedies
92,,Movie,Wives on Strike,2019-12-06 00:00:00,2016.0,TV-MA,"A group of local women band together to save a terrified young girl from marriage, launching a hilarious strike against their frustrated husbands.",80126997.0,Omoni Oboli,Nigeria,Omoni Oboli,Comedies
93,,Movie,Wives on Strike: The Revolution,2019-12-06 00:00:00,2017.0,TV-14,"After a woman is severely beaten at home, her strong-willed friends take a stand against their husbands to seek justice for domestic abuse victims.",81172868.0,Omoni Oboli,United Kingdom,Uche Jumbo,Comedies
111,,Movie,Yes or No,2018-12-06 00:00:00,2010.0,TV-PG,"Traditional girl Pie is initially uncomfortable with her tomboyish new roommate. But as time goes on, she finds herself increasingly attracted to her.",81002594.0,Saratswadee Wongsomphet,Thailand,Sushar Manaying,International Movies
27,,Movie,Trolls Holiday Special,2017-12-06 00:00:00,2017.0,TV-G,"When Queen Poppy realizes that Bridget and the Bergens don't have any holidays, she hatches a plan for Branch and the Snack Pack to help create one.",80185876.0,Joel Crawford,United States,Anna Kendrick,Children & Family Movies
81,,Movie,Blue Jay,2016-12-06 00:00:00,2016.0,TV-MA,"Two former high school sweethearts unexpectedly reunite in their old hometown, where they rediscover their magical bond and face a shared regret.",80117746.0,Alex Lehmann,United States,Sarah Paulson,Dramas
70,,Movie,One in a Billion,2016-12-06 00:00:00,2016.0,TV-PG,Follow the journey of Satnam Singh Bhamara as he works to fulfill his dream of becoming the first India-born player to be drafted into the NBA.,80142615.0,Roman Gackowski,United States,Satnam Singh Bhamara,Documentaries
62,,Movie,Reggie Watts: Spatial,2016-12-06 00:00:00,2016.0,TV-MA,"The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures.",80115673.0,Benjamin Dickinson,United States,Reggie Watts,Music & Musicals
104,,Movie,The Model,2016-12-06 00:00:00,2016.0,TV-MA,"Danish teen Emma moves to Paris hoping to become a top model, but her dreams soon unravel when her affair with photographer Shane turns obsessive.",80105691.0,Mads Matthiesen,Denmark,Maria Palm,Dramas
116,,Movie,Breath,2018-12-05 00:00:00,2018.0,TV-MA,"In mid-1970s Australia, two small-town teenage boys befriend an enigmatic middle-aged surfer, who urges them to see the thrill in facing their fears.",80244190.0,Simon Baker,Australia,Samson Coulter,Dramas
67,,Movie,Craig Ferguson: Tickle Fight,2017-12-05 00:00:00,2017.0,TV-MA,"Cheeky comic Craig Ferguson keeps it casual as he discusses '70s porn, Japanese toilets and his mildly crime-filled days as a talk show host.",80187435.0,Jay Chapman,United States,Craig Ferguson,Stand-Up Comedy
97,,Movie,The Good Neighbor,2016-12-05 00:00:00,2016.0,TV-MA,"Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns.",80104103.0,Kasra Farahani,United States,James Caan,Dramas
81,,Movie,Bill Burr: I'm Sorry You Feel That Way,2014-12-05 00:00:00,2014.0,NR,"Bill Burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man.",80004478.0,Jay Karas,United States,Bill Burr,Stand-Up Comedy
109,,Movie,Let's Dance,2019-12-04 00:00:00,2019.0,TV-MA,"After his crew breaks up, a gifted but insecure hip-hop dancer teaches at a top ballet school in Paris, where he falls for an aspiring ballerina.",81188871.0,Ladislas Chollat,France,Rayane Bensetti,Dramas
106,,Movie,God's Not Dead: A Light in Darkness,2018-12-04 00:00:00,2018.0,PG,"After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus.",80211590.0,Michael Mason,United States,David A.R. White,Dramas
109,,Movie,The Cakemaker,2018-12-04 00:00:00,2017.0,TV-14,"When a German baker travels to Jerusalem in search of his dead male lover’s family, his growing involvement with them may expose his truth.",80988989.0,Ofir Raul Graizer,Israel,Sarah Adler,Dramas
99,,Movie,Mercenary,2016-12-04 00:00:00,2016.0,TV-MA,"When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success.",80117080.0,Sacha Wolff,France,Toki Pilioko,Dramas
57,,Movie,A Very Murray Christmas,2015-12-04 00:00:00,2015.0,TV-14,"Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows.",80042368.0,Sofia Coppola,United States,Bill Murray,Comedies
164,,Movie,Aarakshan,2019-12-31 00:00:00,2011.0,TV-14,The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.,70211474.0,Prakash Jha,India,Amitabh Bachchan,Dramas
99,,Movie,Adrishya,2019-12-31 00:00:00,2017.0,TV-14,A family’s harmonious existence is interrupted when the young son begins showing symptoms of anxiety that seem linked to disturbing events at home.,81213876.0,Sandeep Chatterjee,India,Ravi Kumar,Horror Movies
122,,Movie,Ahista Ahista,2019-12-31 00:00:00,2006.0,TV-14,"Stood up by her groom at the altar, a young woman finds help and healing from another man – until her ex-fiancé returns, hoping to win her back.",70056728.0,Shivam Nair,India,Abhay Deol,Dramas
85,,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,2019-12-31 00:00:00,2019.0,TV-MA,"As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.",81161834.0,Soumitra Ranade,India,Nandita Das,Dramas
172,,Movie,Amar Akbar Anthony,2019-12-31 00:00:00,1977.0,TV-14,"Abandoned in a park by their father, Amar, Akbar and Anthony grow up independently and have no knowledge of one another. They're reunited as adults when, by coincidence, they all give blood at the same hospital.",247747.0,Manmohan Desai,India,Vinod Khanna,Action & Adventure
134,,Movie,Anwar,2019-12-31 00:00:00,2007.0,TV-14,"Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy.",70064205.0,Manish Jha,India,Siddharth Koirala,Dramas
95,,Movie,Barah Aana,2019-12-31 00:00:00,2009.0,TV-14,"After futile attempts to better their lives with honest work, three broke friends opt for a more dubious means of making money: kidnapping for ransom.",80083672.0,Raja Menon,India,Naseeruddin Shah,Dramas
125,,Movie,Bawarchi,2019-12-31 00:00:00,1972.0,TV-PG,A dysfunctional middle-class family is transformed by the attentions of their talented new chef – until he vanishes along with their valuable jewels.,60003405.0,Hrishikesh Mukherjee,India,Rajesh Khanna,Classic Movies
121,,Movie,Bazaar,2019-12-31 00:00:00,1982.0,TV-14,"A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate.",70053010.0,Sagar Sarhadi,India,Farooq Shaikh,Dramas
151,,Movie,Bhagam Bhag,2019-12-31 00:00:00,2006.0,TV-14,"A theater group lands in trouble when its new actress takes her own life, two of its members are framed for murder and no one is who they appear to be.",70062701.0,Priyadarshan,India,Akshay Kumar,Comedies
114,,Movie,Bhoot,2019-12-31 00:00:00,2003.0,TV-MA,"After a couple moves into an apartment, the wife’s increasingly disturbing behavior unravels chilling secrets about their new home’s past.",81213889.0,Ram Gopal Varma,India,Ajay Devgn,Horror Movies
168,,Movie,Bobby,2019-12-31 00:00:00,1973.0,TV-14,"Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman – a romance his parents oppose.",70005055.0,Raj Kapoor,India,Rishi Kapoor,Classic Movies
132,,Movie,Carrie,2019-12-31 00:00:00,2002.0,TV-14,This remake of the classic 1976 horror flick finds misfit Carrie getting revenge on all the cool people who've bullied her over the years.,60029461.0,David Carson,United States,Angela Bettis,Horror Movies
132,,Movie,Chal Mere Bhai,2019-12-31 00:00:00,2000.0,TV-14,"When a secretary saves her tycoon boss's life, his family hears wedding bells. Problem is, she's already in love – with his younger brother.",81213893.0,David Dhawan,India,Sanjay Dutt,Comedies
87,,Movie,Child's Play,2019-12-31 00:00:00,1988.0,R,"When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",372195.0,Tom Holland,United States,Catherine Hicks,Cult Movies
127,,Movie,Chupke Chupke,2019-12-31 00:00:00,1975.0,TV-PG,"Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score.",20255593.0,Hrishikesh Mukherjee,India,Dharmendra,Classic Movies
97,,Movie,Deadline: Sirf 24 Ghante,2019-12-31 00:00:00,2006.0,TV-14,A surgeon’s perfect life is rattled when his daughter is taken hostage in their own home and he's given 24 hours to pay a hefty ransom.,70059328.0,Tanveer Khan,India,Irrfan Khan,Independent Movies
128,,Movie,Dhamaal,2019-12-31 00:00:00,2007.0,TV-14,"Tipped off about buried money in Goa, four ne’er-do-well friends go on the hunt, chased by a police officer who wants the treasure for himself.",81213888.0,Indra Kumar,India,Sanjay Dutt,Action & Adventure
133,,Movie,Die Another Day,2019-12-31 00:00:00,2002.0,PG-13,Pierce Brosnan's final outing as 007 finds James Bond facing off against a North Korean terrorist who's in league with a British diamond merchant.,60024927.0,Lee Tamahori,United Kingdom,Pierce Brosnan,Action & Adventure
